"","X","imdb_score","movie_id","release_year","movie_title_length","aspect_ratio","colour_film","genres_length","distributor_length","actor1_length","is_Miramax","is_Nov","is_Dec","movie_id.1","comput","campus","holiday","riot","terror","escap","wish","love","movie_id","action","adventure","scifi","thriller","western","sport","horror","drama","war","crime","documentary","biography","fantasy","comedy","family"
"980",980,6.2,5887,1984,6,1.85,"Color",22,20,9,0,0,0,5887,0,0,0,0,0,0,0,0,5887,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"981",981,6.5,5894,1989,10,2.35,"Color",15,14,11,0,0,0,5894,0,0,0,0,0,0,0,0,5894,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"982",982,7.8,5896,1999,12,1.85,"Black and White",11,22,16,0,0,0,5896,0,0,0,0,0,0,0,0,5896,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"983",983,4.4,5905,2006,11,1.85,"Color",29,3,14,0,0,0,5905,0,0,0,0,0,0,0,0,5905,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"984",984,7,5909,1999,14,1.85,"Color",23,21,15,0,0,0,5909,0,0,0,0,0,0,0,0,5909,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"985",985,4.4,5910,2010,7,2.35,"Color",22,29,11,0,1,0,5910,0,0,0,0,0,0,0,0,5910,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"986",986,7.4,5912,2002,15,1.85,"Color",20,14,16,0,0,0,5912,0,0,0,0,0,0,0,0,5912,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"987",987,7.8,5913,1999,20,1.85,"Color",20,9,13,0,0,1,5913,0,0,0,0,0,0,0,0,5913,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"988",988,6.9,5920,2009,19,1.85,"Color",5,26,20,0,0,0,5920,0,0,0,0,0,0,0,0,5920,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"989",989,1.9,5923,2004,28,2.35,"Color",20,23,10,0,0,0,5923,1,0,0,0,0,0,0,0,5923,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"990",990,7.2,5934,1989,24,1.85,"Color",5,32,15,0,0,0,5934,0,0,0,0,0,0,0,0,5934,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"991",991,5.2,5938,2009,20,1.85,"Color",19,29,11,0,0,0,5938,0,0,0,0,0,0,0,0,5938,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"992",992,6.9,5939,2011,8,2.35,"Color",14,14,13,1,0,0,5939,0,0,0,0,0,0,0,0,5939,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"993",993,6.6,5951,2007,16,2.35,"Color",6,21,12,0,0,0,5951,0,0,0,0,0,0,0,0,5951,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"994",994,4.8,5958,2012,26,1.85,"Color",18,9,9,0,0,0,5958,0,0,0,0,0,0,0,0,5958,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"995",995,6.3,5962,2008,12,1.85,"Color",19,22,19,0,0,0,5962,0,0,0,0,0,0,0,0,5962,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"996",996,8.7,5976,1975,31,1.85,"Color",5,14,16,0,1,0,5976,0,0,0,0,0,1,0,0,5976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"997",997,3.3,5990,2011,31,1.85,"Color",6,29,11,0,0,0,5990,0,0,0,0,0,0,0,0,5990,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"998",998,7.4,6011,1999,17,2.35,"Color",6,12,13,0,0,0,6011,0,0,0,0,0,0,0,0,6011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"999",999,4.6,6016,1982,34,2.35,"Color",21,18,10,0,0,0,6016,0,0,1,0,0,0,0,0,6016,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1000",1000,6.2,6021,2007,15,2.35,"Color",18,25,12,0,1,0,6021,0,0,0,0,0,0,0,0,6021,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"1001",1001,6,6036,2015,8,1.85,"Color",12,21,12,0,0,0,6036,0,0,0,0,0,0,0,0,6036,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"1002",1002,7.8,6038,1964,12,1.66,"Color",29,32,7,0,0,0,6038,0,0,0,0,0,0,0,0,6038,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1003",1003,8.6,6051,1995,18,2.35,"Color",28,21,12,0,0,0,6051,0,0,0,0,0,0,0,0,6051,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"1004",1004,6.5,6057,1993,17,2.35,"Color",28,12,17,0,0,1,6057,0,0,0,0,0,0,0,0,6057,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"1005",1005,8,6064,1991,3,2.35,"Black and White",22,12,14,0,0,1,6064,0,0,0,0,0,0,0,0,6064,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"1006",1006,5,6071,2002,7,2.35,"Color",14,21,17,0,0,0,6071,0,0,0,0,0,0,0,0,6071,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"1007",1007,5.7,6075,2008,17,1.85,"Color",6,16,10,0,0,0,6075,0,0,0,0,0,0,0,0,6075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1008",1008,7.8,6080,1974,15,2.35,"Color",14,12,13,0,0,0,6080,0,0,0,0,0,0,0,0,6080,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1009",1009,8.5,6082,1985,18,1.18,"Color",23,18,12,0,0,0,6082,0,0,0,0,0,0,0,0,6082,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"1010",1010,6.5,6093,2011,8,1.85,"Color",5,24,10,0,0,0,6093,0,0,0,0,0,0,0,0,6093,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1011",1011,7.7,6105,2010,7,1.85,"Color",20,12,16,0,0,0,6105,0,0,0,0,0,0,0,1,6105,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1012",1012,6.9,6115,2005,13,2.35,"Color",35,18,12,0,0,0,6115,0,0,0,0,0,0,0,0,6115,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"1013",1013,6.3,6119,2013,14,1.85,"Color",28,24,18,0,0,0,6119,0,0,0,0,0,0,0,0,6119,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
"1014",1014,6.9,6125,1981,28,2.35,"Color",6,21,13,0,0,0,6125,0,0,0,0,0,0,0,0,6125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1015",1015,6.8,6170,1995,8,1.85,"Color",14,18,13,0,0,0,6170,0,0,0,0,0,0,0,0,6170,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1016",1016,7.9,6176,2006,26,2.35,"Color",21,17,15,0,0,0,6176,0,0,0,0,0,0,0,0,6176,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"1017",1017,7.6,6177,2004,21,1.85,"Color",5,12,14,0,0,0,6177,0,0,0,0,0,0,0,0,6177,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1018",1018,7.2,6178,1983,13,2.35,"Color",11,12,10,0,0,0,6178,0,0,0,0,0,0,0,0,6178,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"1019",1019,6.5,6192,1996,19,1.85,"Color",16,12,15,0,0,1,6192,0,0,0,0,0,0,0,0,6192,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1020",1020,7.4,6193,1996,14,2.35,"Color",20,12,12,0,0,0,6193,0,0,0,0,0,0,0,0,6193,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"1021",1021,6,6194,2011,19,1.85,"Color",14,21,11,0,0,0,6194,0,0,0,0,0,0,0,0,6194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1022",1022,7.8,6200,1987,12,1.85,"Color",30,29,9,0,0,0,6200,0,0,0,0,0,0,0,0,6200,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
"1023",1023,5.9,6205,2004,17,1.85,"Color",21,16,12,0,0,0,6205,0,0,0,0,0,0,0,1,6205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1024",1024,7,6217,2004,10,1.85,"Color",6,18,8,0,0,0,6217,0,0,0,0,0,0,0,0,6217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1025",1025,7.9,6222,2009,4,2.35,"Color",20,11,12,0,0,0,6222,1,0,0,0,0,0,0,0,6222,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"1026",1026,7.5,6227,1996,8,2.35,"Black and White",20,12,14,0,0,0,6227,0,0,0,0,0,0,0,0,6227,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"1027",1027,7.2,6233,2012,14,2.35,"Color",19,25,14,0,0,0,6233,0,0,0,0,0,0,0,0,6233,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"1028",1028,5.7,6237,2007,18,1.85,"Color",19,19,14,0,0,0,6237,0,0,0,0,0,0,0,0,6237,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1029",1029,4.1,6243,2009,26,1.85,"Color",12,9,15,0,0,0,6243,0,0,0,0,0,0,0,1,6243,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1030",1030,7.5,6263,1995,29,1.85,"Color",13,12,14,0,0,0,6263,0,0,0,0,0,0,0,1,6263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1031",1031,3.9,6269,1993,9,1.85,"Color",28,16,11,0,1,0,6269,0,0,0,0,0,0,0,0,6269,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"1032",1032,7.5,6270,2007,15,1.85,"Color",21,18,14,0,0,0,6270,0,0,0,0,0,0,0,0,6270,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"1033",1033,6.2,6273,1997,8,2.35,"Color",20,12,12,0,1,0,6273,0,0,0,0,0,0,0,0,6273,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"1034",1034,7.6,6284,2000,13,1.85,"Color",26,20,10,0,0,0,6284,0,0,0,0,0,0,0,0,6284,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1035",1035,5.5,6288,2009,19,1.85,"Color",15,21,13,0,0,0,6288,0,0,0,0,0,0,0,0,6288,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1036",1036,7.6,6293,2003,16,1.85,"Color",28,24,12,0,0,0,6293,0,0,0,0,0,0,0,0,6293,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
"1037",1037,6.2,6313,2009,19,1.85,"Color",28,23,13,0,0,0,6313,0,0,0,0,0,0,0,0,6313,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"1038",1038,7.2,6326,2013,23,1.85,"Color",15,29,13,0,0,0,6326,0,0,0,0,0,0,0,0,6326,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1039",1039,6.1,6333,2008,16,2.35,"Color",20,11,13,0,0,0,6333,0,0,0,0,0,0,0,0,6333,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"1040",1040,7.1,6345,1996,13,1.85,"Color",18,23,13,0,0,0,6345,0,0,0,0,0,1,0,0,6345,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"1041",1041,6.8,6346,2002,14,1.85,"Color",14,24,14,0,0,0,6346,0,0,0,0,0,0,0,0,6346,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"1042",1042,5.5,6347,2004,19,1.85,"Color",21,12,12,0,0,0,6347,0,0,0,0,0,0,0,0,6347,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"1043",1043,2.7,6349,2009,21,2.35,"Color",40,21,9,0,0,0,6349,0,0,0,0,0,0,0,0,6349,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
"1044",1044,6.6,6350,2004,13,2.35,"Color",16,29,11,0,0,0,6350,0,0,0,0,0,0,0,0,6350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1045",1045,6.6,6357,1995,12,2.35,"Color",38,30,15,0,0,0,6357,0,0,0,0,0,0,0,0,6357,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"1046",1046,6.3,6375,2007,4,2.35,"Color",55,21,11,0,0,0,6375,0,0,0,0,0,0,0,0,6375,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1
"1047",1047,3.8,6397,1999,15,2.35,"Color",21,18,14,0,0,0,6397,0,0,0,0,0,0,0,0,6397,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1048",1048,4.6,6398,2015,20,2.35,"Color",5,20,18,0,0,0,6398,0,0,0,0,0,0,0,0,6398,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1049",1049,7.3,6401,2015,4,2.35,"Color",18,43,14,0,0,0,6401,0,0,0,0,0,0,0,0,6401,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"1050",1050,7.1,6410,2014,14,2.35,"Color",19,29,14,0,0,0,6410,0,0,0,0,0,0,0,0,6410,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"1051",1051,7.5,6425,2003,18,2.35,"Color",33,12,11,0,0,0,6425,0,0,0,0,0,0,0,0,6425,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"1052",1052,6,6430,2008,8,2.35,"Color",22,21,11,0,0,0,6430,0,0,0,0,0,0,0,0,6430,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1053",1053,6.3,6432,1985,16,2.35,"Color",25,28,14,0,0,0,6432,1,0,0,0,0,0,0,0,6432,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1054",1054,7.5,6457,2013,13,2.35,"Color",23,15,13,0,0,0,6457,0,0,0,0,0,0,0,0,6457,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1055",1055,5.3,6469,2014,16,2.35,"Color",20,17,11,0,1,0,6469,0,0,0,0,0,0,0,0,6469,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1056",1056,4.9,6480,2000,11,1.85,"Color",20,7,14,0,0,0,6480,0,0,0,0,0,0,0,0,6480,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1057",1057,7.3,6519,1999,8,2.35,"Color",12,18,17,0,0,0,6519,0,0,0,0,0,0,0,0,6519,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1058",1058,7.3,6539,2011,5,2.35,"Color",5,12,18,0,0,0,6539,0,0,0,0,0,0,0,0,6539,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1059",1059,6.2,6545,2006,18,1.85,"Color",13,17,16,0,0,0,6545,0,0,0,0,0,0,0,1,6545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1060",1060,6.4,6548,2014,4,2.35,"Color",22,28,18,0,0,0,6548,0,0,0,0,0,0,0,0,6548,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1061",1061,7,6557,1999,20,2.35,"Color",23,29,12,0,0,0,6557,0,0,0,0,0,0,0,0,6557,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1062",1062,7,6564,2002,10,2.35,"Color",18,20,12,0,0,0,6564,0,0,0,0,0,0,0,0,6564,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"1063",1063,7.7,6565,1992,26,1.85,"Color",35,20,17,0,0,1,6565,0,0,0,0,0,0,0,0,6565,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"1064",1064,6.7,6569,2008,15,1.85,"Color",20,15,13,0,0,0,6569,0,0,0,0,0,0,0,0,6569,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"1065",1065,7.3,6570,2006,83,1.85,"Color",6,21,7,0,1,0,6570,0,0,0,0,0,0,0,0,6570,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1066",1066,5.9,6585,2000,11,1.85,"Color",12,18,13,0,0,0,6585,0,0,0,0,0,0,0,0,6585,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"1067",1067,5.5,6589,2000,17,1.85,"Color",20,24,12,0,0,0,6589,0,0,0,0,0,0,0,0,6589,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1068",1068,6.1,6599,2014,18,1.85,"Color",23,18,11,0,0,0,6599,0,0,0,0,0,0,0,0,6599,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1069",1069,7,6600,2011,4,2.35,"Color",23,18,9,0,0,0,6600,0,0,0,0,0,0,0,0,6600,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"1070",1070,7.1,6603,2006,16,1.85,"Color",39,33,17,0,0,0,6603,0,0,0,0,0,0,0,0,6603,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"1071",1071,5.3,6608,2009,23,1.85,"Color",14,21,9,0,0,0,6608,0,0,0,0,0,0,0,0,6608,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1072",1072,6.8,6616,1995,4,1.85,"Color",19,18,16,0,0,0,6616,0,0,0,0,0,0,0,0,6616,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1073",1073,5.4,6626,2009,14,1.85,"Color",13,18,11,0,0,0,6626,0,0,0,0,0,0,0,0,6626,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1074",1074,7,6627,2007,10,1.85,"Color",14,18,12,0,0,0,6627,0,0,0,0,0,0,0,0,6627,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1075",1075,7.3,6632,1999,23,1.85,"Color",20,7,22,1,0,1,6632,0,0,0,0,0,0,0,0,6632,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"1076",1076,7.2,6641,2003,4,1.85,"Color",28,16,12,0,0,0,6641,0,0,0,0,0,0,0,0,6641,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"1077",1077,5.5,6660,1998,12,2.35,"Color",23,16,11,0,0,0,6660,0,1,0,0,0,0,0,0,6660,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1078",1078,6.4,6676,1994,16,1.85,"Color",27,20,14,0,1,0,6676,0,0,0,0,0,0,0,0,6676,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"1079",1079,6.6,6716,2008,21,2.35,"Color",24,16,6,0,0,0,6716,0,0,0,0,0,0,0,0,6716,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"1080",1080,5.9,6725,2005,14,2.35,"Color",14,12,17,0,0,0,6725,0,0,0,0,0,0,0,1,6725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1081",1081,5.9,6728,2008,21,1.85,"Color",14,21,9,0,0,0,6728,0,0,0,0,0,0,0,0,6728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1082",1082,5.4,6729,1989,31,2.35,"Color",32,18,13,0,0,0,6729,0,0,0,0,0,0,0,0,6729,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"1083",1083,7.1,6739,1998,28,1.85,"Color",14,21,15,0,0,0,6739,0,0,0,0,0,0,0,0,6739,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1084",1084,6.5,6750,2014,7,1.85,"Color",14,17,12,0,0,0,6750,0,0,0,0,0,0,0,0,6750,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1085",1085,5.7,6761,1993,14,1.85,"Color",20,12,13,0,1,0,6761,0,0,0,0,0,0,0,0,6761,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1086",1086,8.1,6762,2005,12,2.35,"Color",17,14,11,0,0,0,6762,0,0,0,0,0,0,0,0,6762,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1087",1087,5.7,6770,2000,7,1.85,"Color",20,29,11,0,0,0,6770,0,0,0,0,0,0,0,0,6770,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"1088",1088,5.6,6774,2002,11,2.35,"Color",18,13,13,0,0,0,6774,0,0,0,0,0,0,0,0,6774,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"1089",1089,7.7,6790,2006,28,1.75,"Color",11,14,13,0,0,0,6790,0,0,0,0,0,0,0,0,6790,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1090",1090,6.5,6802,2009,17,2.35,"Color",26,17,15,0,0,0,6802,0,0,0,0,0,0,0,0,6802,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1091",1091,6.3,6804,2005,13,2.35,"Color",21,10,13,0,0,0,6804,0,0,0,0,0,0,0,0,6804,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1092",1092,6.5,6814,2002,13,1.85,"Color",13,24,15,0,0,0,6814,0,0,0,0,0,0,0,0,6814,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1093",1093,3.3,6831,1994,33,1.85,"Color",12,12,15,0,0,0,6831,0,0,0,0,0,0,0,0,6831,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"1094",1094,7.1,6858,2012,10,1.85,"Color",5,21,11,0,0,0,6858,0,0,0,0,0,0,0,0,6858,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1095",1095,6.9,6860,1999,16,1.85,"Color",13,29,21,0,0,0,6860,0,0,0,0,0,0,0,0,6860,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1096",1096,5.9,6863,2007,11,2.35,"Color",22,25,8,0,0,0,6863,0,0,0,0,0,0,0,0,6863,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"1097",1097,5.8,6877,2006,12,1.85,"Color",20,18,11,0,0,0,6877,0,0,0,0,0,0,0,0,6877,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1098",1098,6.6,6887,2006,10,1.85,"Color",5,9,18,0,0,0,6887,0,0,0,0,0,0,0,0,6887,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1099",1099,3.8,6893,1994,14,2.35,"Color",32,18,11,0,0,1,6893,0,0,0,0,0,0,0,0,6893,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"1100",1100,8.1,6894,2005,19,2.35,"Color",11,12,14,0,0,0,6894,0,0,0,0,0,0,0,0,6894,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"1101",1101,8,6896,2008,9,2.35,"Color",18,14,20,0,0,0,6896,0,0,0,0,0,0,0,0,6896,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"1102",1102,7.6,6934,2009,15,1.85,"Color",26,16,13,0,0,0,6934,0,0,0,0,0,0,0,0,6934,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"1103",1103,6.4,6963,1992,16,1.85,"Color",25,33,10,0,0,0,6963,0,0,0,0,0,0,0,0,6963,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"1104",1104,7.5,6965,2013,17,1.85,"Color",23,43,13,0,0,0,6965,0,0,0,0,0,0,0,0,6965,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1105",1105,7.6,6974,2003,11,2.35,"Color",12,15,20,0,0,0,6974,0,0,0,0,0,0,0,0,6974,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1106",1106,5.9,6979,1995,26,1.85,"Color",20,18,12,0,0,0,6979,0,0,0,0,0,0,0,0,6979,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"1107",1107,5.6,6982,2005,19,2.35,"Color",27,18,15,0,0,0,6982,0,0,0,0,0,0,0,0,6982,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"1108",1108,7.3,6983,1985,29,1.85,"Color",20,14,14,0,0,0,6983,0,0,0,0,0,0,0,0,6983,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"1109",1109,7.8,6986,2013,10,2.35,"Color",21,18,10,0,1,0,6986,0,0,0,0,0,0,0,0,6986,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1110",1110,5.2,6995,2009,21,2.35,"Color",6,22,12,0,0,0,6995,0,0,0,0,0,0,0,0,6995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1111",1111,5.6,7005,2005,10,2.35,"Color",21,20,13,0,0,0,7005,0,0,0,0,0,0,0,0,7005,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"1112",1112,7.2,7009,2009,16,2.35,"Color",15,7,14,1,0,1,7009,0,0,0,0,0,0,0,1,7009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"1113",1113,5.4,7022,2004,12,1.85,"Color",12,29,13,0,0,0,7022,0,0,0,0,0,0,0,0,7022,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"1114",1114,6.2,7035,2005,16,2.35,"Black and White",6,10,10,0,0,0,7035,0,0,0,0,0,0,0,0,7035,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1115",1115,7.7,7052,2004,8,1.85,"Color",5,14,11,0,0,0,7052,0,0,0,0,0,0,0,1,7052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1116",1116,8.1,7056,1962,32,1.85,"Black and White",13,18,10,0,0,0,7056,0,0,0,0,0,0,0,0,7056,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"1117",1117,5.7,7059,2015,14,2.35,"Color",18,12,10,0,0,0,7059,0,0,0,0,0,0,0,0,7059,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1118",1118,6.4,7068,2004,11,2.35,"Color",29,7,9,0,0,0,7068,0,0,0,0,0,0,0,0,7068,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"1119",1119,6.3,7083,2000,8,2.35,"Color",22,15,11,0,0,0,7083,0,0,0,0,0,0,0,0,7083,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"1120",1120,6.4,7091,2009,22,1.85,"Color",22,34,15,0,0,0,7091,0,0,0,0,0,0,0,0,7091,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1121",1121,6.4,7104,2012,9,2.35,"Color",22,24,10,0,0,0,7104,0,0,0,0,0,0,0,0,7104,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1122",1122,4.6,7114,2012,21,1.85,"Color",6,18,12,0,0,0,7114,1,0,0,0,0,0,0,0,7114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1123",1123,2.3,7115,1998,21,1.85,"Color",6,16,13,0,0,0,7115,0,0,0,0,0,0,0,0,7115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1124",1124,7.3,7119,1988,21,1.85,"Color",26,20,14,0,0,0,7119,0,0,0,0,0,0,0,0,7119,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"1125",1125,6.3,7134,2013,33,2.35,"Color",6,18,13,0,0,1,7134,0,0,0,0,0,0,0,0,7134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1126",1126,8,7138,2004,17,2.35,"Black and White",27,7,13,1,0,0,7138,0,0,0,0,0,0,0,0,7138,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"1127",1127,5.7,7153,2013,14,2.35,"Color",12,18,11,0,0,0,7153,0,0,0,0,0,0,0,0,7153,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"1128",1128,7.1,7154,2015,7,2.35,"Color",48,18,13,0,0,0,7154,0,0,0,0,0,0,0,0,7154,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
"1129",1129,6.1,7159,2002,18,2.35,"Color",14,30,11,0,0,0,7159,0,0,0,0,0,0,0,0,7159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1130",1130,8.2,7170,1982,9,2.35,"Color",21,18,15,0,0,0,7170,0,0,0,0,0,0,0,0,7170,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1131",1131,4.8,7171,2007,21,1.78,"Color",41,14,13,0,0,0,7171,0,0,0,0,0,0,0,0,7171,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
