"imdb_score","release_year","movie_title_length","aspect_ratio","colour_film","genres_length","distributor_length","actor1_length","is_Miramax","is_Nov","is_Dec","comput","campus","holiday","riot","terror","escap","wish","love","dummy_R","dummy_PG.13","dummy_Approved","dummy_TV.G","dummy_TV.14","action","adventure","scifi","thriller","western","sport","horror","drama","war","crime","documentary","biography","fantasy","comedy","family","movie_budget","duration","nb_news_articles","movie_meter_IMDBpro","nb_faces","actor3_star_meter"
7.7,2007,40,2.35,"Color",21,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,124,6,43415,0,35076
7.7,2007,40,2.35,"Color",21,13,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15000000,102,6,43415,4,2028
7.7,2007,40,2.35,"Color",21,13,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000000,124,6,43415,0,35076
7.7,2007,40,2.35,"Color",21,13,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,102,6,43415,4,2028
7.7,2007,40,2.35,"Color",21,13,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,124,6,43415,0,35076
7.7,2007,40,2.35,"Color",21,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15000000,102,6,43415,4,2028
7.7,2007,40,2.35,"Color",21,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000000,124,6,43415,0,35076
7.7,2007,40,2.35,"Color",21,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,102,6,43415,4,2028
7.7,2007,40,2.35,"Color",21,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,124,6,43415,0,35076
7.7,2007,40,2.35,"Color",21,13,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15000000,102,6,43415,4,2028
7.7,2007,40,2.35,"Color",21,13,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000000,124,6,43415,0,35076
7.7,2007,40,2.35,"Color",21,13,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,102,6,43415,4,2028
7.7,2007,40,2.35,"Color",21,13,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,124,6,43415,0,35076
6.2,2007,10,1.85,"Color",12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15000000,102,6,43415,4,2028
6.2,2007,10,1.85,"Color",12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000000,124,6,43415,0,35076
6.2,2007,10,1.85,"Color",12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,102,6,43415,4,2028
6.2,2007,10,1.85,"Color",12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,124,6,43415,0,35076
6.2,2007,10,1.85,"Color",12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15000000,102,6,43415,4,2028
6.2,2007,10,1.85,"Color",12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000000,124,6,43415,0,35076
6.2,2007,10,1.85,"Color",12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,102,6,43415,4,2028
6.2,2007,10,1.85,"Color",12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,124,6,43415,0,35076
6.2,2007,10,1.85,"Color",12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15000000,102,6,43415,4,2028
6.2,2007,10,1.85,"Color",12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000000,124,6,43415,0,35076
6.2,2007,10,1.85,"Color",12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,102,6,43415,4,2028
6.2,2007,10,1.85,"Color",12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,124,6,43415,0,35076
6.2,2007,10,1.85,"Color",12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15000000,102,6,43415,4,2028
6.2,2007,10,1.85,"Color",12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000000,124,6,43415,0,35076
6.2,2007,10,1.85,"Color",12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,102,6,43415,4,2028
6.2,2007,10,1.85,"Color",12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,124,6,43415,0,35076
6.4,2001,8,2.35,"Color",16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15000000,102,6,43415,4,2028
6.4,2001,8,2.35,"Color",16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000000,124,6,43415,0,35076
6.4,2001,8,2.35,"Color",16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,102,6,43415,4,2028
6.4,2001,8,2.35,"Color",16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,124,6,43415,0,35076
6.4,2001,8,2.35,"Color",16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15000000,102,6,43415,4,2028
6.4,2001,8,2.35,"Color",16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000000,124,6,43415,0,35076
6.4,2001,8,2.35,"Color",16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,102,6,43415,4,2028
6.4,2001,8,2.35,"Color",16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,124,6,43415,0,35076
6.4,2001,8,2.35,"Color",16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15000000,102,6,43415,4,2028
6.4,2001,8,2.35,"Color",16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000000,124,6,43415,0,35076
6.4,2001,8,2.35,"Color",16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,102,6,43415,4,2028
6.4,2001,8,2.35,"Color",16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,124,6,43415,0,35076
6.4,2001,8,2.35,"Color",16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15000000,102,6,43415,4,2028
6.4,2001,8,2.35,"Color",16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000000,124,6,43415,0,35076
6.4,2001,8,2.35,"Color",16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,102,6,43415,4,2028
6.4,2001,8,2.35,"Color",16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,124,6,43415,0,35076
5.7,2008,54,1.85,"Color",33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15000000,102,6,43415,4,2028
5.7,2008,54,1.85,"Color",33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000000,124,6,43415,0,35076
5.7,2008,54,1.85,"Color",33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,102,6,43415,4,2028
5.7,2008,54,1.85,"Color",33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,124,6,43415,0,35076
5.7,2008,54,1.85,"Color",33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15000000,102,6,43415,4,2028
5.7,2008,54,1.85,"Color",33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000000,124,6,43415,0,35076
5.7,2008,54,1.85,"Color",33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,102,6,43415,4,2028
5.7,2008,54,1.85,"Color",33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,124,6,43415,0,35076
5.7,2008,54,1.85,"Color",33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15000000,102,6,43415,4,2028
5.7,2008,54,1.85,"Color",33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000000,124,6,43415,0,35076
5.7,2008,54,1.85,"Color",33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,102,6,43415,4,2028
5.7,2008,54,1.85,"Color",33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,124,6,43415,0,35076
5.7,2008,54,1.85,"Color",33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15000000,102,6,43415,4,2028
5.7,2008,54,1.85,"Color",33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000000,124,6,43415,0,35076
5.7,2008,54,1.85,"Color",33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,102,6,43415,4,2028
5.7,2008,54,1.85,"Color",33,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000000,124,6,43415,0,35076
8,2002,19,1.85,"Color",21,23,17,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,48000000,112,112,4686,8,11096
7.2,2003,7,1.85,"Black and White",20,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,15000000,85,6,33543,0,53891
7.2,2015,10,2.35,"Color",15,18,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,52000000,141,1261,968,0,440
7.4,2004,16,2.35,"Color",22,18,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45000000,113,295,2379,0,16299
6.7,2011,16,1.85,"Color",13,20,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,30000000,122,2225,3171,0,683
7.4,1998,20,1.85,"Color",6,13,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,26000000,110,2791,2303,0,4606
5.4,2015,5,1.85,"Color",20,29,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32000000,139,4605,2467,0,755
7.8,1980,9,1.85,"Color",6,18,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000000,96,98,13919,2,2058
6.8,1991,17,1.85,"Color",14,35,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37000000,105,469,3326,1,1278
6.8,1996,19,1.85,"Color",20,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3500000,88,67,2013,0,12508
7.8,1988,16,2.35,"Color",23,12,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38000000,99,57,1513,0,3689
7.6,1996,9,2.35,"Color",13,22,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1000000,86,112,23668,2,10937
5.6,2009,12,2.35,"Color",27,18,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23000000,219,370,5176,0,10959
7.5,2007,4,1.85,"Color",20,21,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5000000,135,27,8212,2,11609
7.5,2000,12,1.85,"Color",6,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,55000000,107,957,11686,2,2850
5.6,2006,17,2.35,"Color",37,15,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7500000,96,4060,2053,0,1084
2.7,2008,17,1.85,"Color",6,21,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6000000,90,751,7066,9,2690
6.7,2013,11,2.35,"Color",36,20,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,33000000,105,1186,4331,0,2912
8.2,1988,8,2.35,"Color",15,21,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30000000,86,285,5271,0,4595
5.8,2003,18,2.35,"Color",27,12,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,50000000,115,1239,2794,1,10184
6.3,1983,17,1.85,"Color",35,14,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28000000,131,3311,1029,0,6203
7,2006,5,1.78,"Color",21,16,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,30000000,101,85,6718,2,10494
7.3,2000,9,2.35,"Color",35,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,5000000,107,46,8709,0,6533
5.9,1997,14,2.35,"Color",15,23,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12000000,93,1706,4096,1,9550
4.7,2006,10,1.85,"Color",21,21,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,31000000,118,111,5055,0,3628
8.3,2010,10,2.35,"Color",17,22,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50000000,124,84,11770,2,21743
5.8,1995,13,1.85,"Color",40,15,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,20000000,92,178,9205,1,727163
6.3,2010,14,1.78,"Color",12,30,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2000000,105,985,6813,0,179083
7.2,1989,12,1.85,"Color",12,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,18000000,101,1343,2370,0,272
7.2,2003,10,2.35,"Color",6,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3500000,110,83,19631,0,143564
6.5,2012,18,2.35,"Color",19,20,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11000000,107,10,4983,3,1805
6.2,2001,20,1.85,"Color",21,20,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24000000,88,923,2637,4,4874
6.1,1998,15,2.35,"Color",28,12,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33000000,99,403,4829,0,34742
5.9,2007,16,1.85,"Color",12,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37000000,111,469,2104,2,2773
8.3,1995,9,1.85,"Color",41,20,9,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,48000000,104,118,1128,1,2799
4.7,2010,9,2.35,"Color",37,12,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10000000,84,2,7315,2,10887
5.5,2001,11,2.35,"Color",34,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,30000000,74,6823,1152,1,5222
7.2,1997,7,1.85,"Color",13,23,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,47000000,81,3174,5487,1,2566
5.8,2009,5,1.85,"Color",6,18,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,33000000,101,158,8576,0,4461
6.1,2004,14,1.85,"Color",20,7,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36000000,155,367,5367,2,273
6.1,2014,33,2.35,"Color",14,18,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42000000,81,665,4715,1,10292
7.1,2015,10,2.35,"Color",21,29,10,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,50000000,106,227,10355,2,4539
5.5,2011,11,1.85,"Color",23,20,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,40000000,136,1053,3191,3,1758
7.2,1991,38,2.35,"Color",32,18,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,35000000,123,609,3818,0,4376
6,2008,10,1.85,"Color",22,11,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,50000000,104,2208,2878,1,528
6.2,2015,7,2.35,"Color",18,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30000000,110,193,6931,0,6150
8.1,2003,17,2.35,"Black and White",6,7,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,12000000,89,751,6155,0,2221
7.4,2006,9,1.85,"Black and White",6,21,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14500000,94,25,26914,2,309677
7.9,1997,13,2.35,"Color",5,15,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000,111,4120,1072,0,4514
5.6,1999,21,1.37,"Color",23,12,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000000,97,281,6991,3,12430
6.2,1996,9,1.85,"Color",29,29,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15000000,155,202,985,15,7679
6.1,2002,13,2.35,"Color",21,7,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,19000000,93,231,3056,0,272
7.3,2013,26,2.35,"Color",20,17,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,15000000,101,226,2931,0,3113
5.6,2009,7,2.35,"Color",30,21,14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13000000,93,8,15686,1,2139
7.9,2015,22,2.35,"Color",35,18,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,15000000,140,1688,1264,3,125115
6.4,2005,13,2.35,"Color",14,18,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,16000000,115,836,7442,1,7325
6.2,2012,10,2.35,"Color",6,18,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,28000000,167,2450,1844,0,23595
6.4,2013,16,2.35,"Color",23,17,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45000000,134,355,7128,3,2613
5.5,2011,9,2.35,"Color",35,12,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35000000,134,1588,1975,2,16235
7.6,1988,12,1.85,"Color",28,18,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,900000,101,89,15196,2,917
6.8,2001,9,2.35,"Color",23,21,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2000000,83,24,15166,0,22967
7,1943,15,1.37,"Black and White",25,25,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,30000000,126,595,4891,1,8849
8.1,1976,7,1.85,"Color",13,25,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,35000000,122,812,3947,1,15552
6.2,2006,15,2.35,"Color",29,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2627000,122,47,34569,0,11177
9.2,1972,13,1.85,"Color",11,18,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3800000,121,584,3626,0,361520
6.4,2013,7,2.35,"Color",22,9,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,20000000,115,17,14954,1,825
6.2,2015,20,2.35,"Color",28,9,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6000000,175,2163,264,1,1739
6.1,2012,11,2.35,"Color",15,13,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,38000000,127,2006,3748,0,3767
7.9,1990,5,1.85,"Color",17,16,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,19500000,111,201,3700,0,1376
6.1,2007,14,2.35,"Color",20,11,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,25000000,137,3525,5522,4,345
6.5,2010,17,2.35,"Color",21,18,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18000000,122,438,4562,3,2613
8.3,1989,34,2.35,"Color",24,18,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,13000000,117,18,14152,9,4722
6.3,2010,12,2.35,"Color",20,14,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,44000000,99,1018,5438,1,16817
5.4,2008,9,2.35,"Color",35,21,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,48000000,127,549,1084,5,1588
8.1,1958,21,1.85,"Color",13,25,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6500000,88,185,34836,7,30333
