"imdb_score","release_year","movie_title_length","aspect_ratio","colour_film","genres_length","distributor_length","actor1_length","is_Miramax","is_Nov","is_Dec","comput","campus","holiday","riot","terror","escap","wish","love","dummy_R","dummy_PG.13","dummy_Approved","dummy_TV.G","dummy_TV.14","action","adventure","scifi","thriller","western","sport","horror","drama","war","crime","documentary","biography","fantasy","comedy","family","movie_budget","duration","nb_news_articles","movie_meter_IMDBpro","nb_faces","actor3_star_meter"
7.2,1984,8,2.2,"Color",21,12,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,30000000,133,282,1595,2,643
5.7,2000,14,2.35,"Color",31,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,35000000,99,96,9759,1,6251
5.9,1971,5,2.35,"Color",21,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,11000000,106,1632,2056,0,6359
6.9,1997,16,1.33,"Color",39,12,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,40000000,116,132,16663,0,2634
6.2,2008,22,1.85,"Color",27,20,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,46000000,99,17,9959,0,8877
6.2,2001,14,2.35,"Color",14,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,32000000,75,2,14603,0,4723
8,1971,19,2.35,"Color",28,14,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23000000,98,248,4801,2,4280586
7,2005,7,2.35,"Color",14,12,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18000000,96,1701,1431,1,231
3.6,1987,32,2.35,"Color",30,12,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9000000,181,556,3538,0,13062
6.9,2014,9,2.35,"Color",5,18,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,50000000,128,918,6245,0,16041
7.7,2006,18,1.85,"Color",13,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,17000000,134,295,6279,6,14907
6.9,1999,8,1.85,"Color",20,18,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18000000,111,2294,5205,1,4684
8.5,2012,7,2.35,"Color",17,12,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14000000,134,3448,1369,0,266
7.6,2015,7,2.39,"Color",35,9,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6000000,106,45,8300,0,6500
7,2008,17,2.35,"Color",19,29,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4000000,102,112,9155,0,582819
6.8,1996,14,2.35,"Color",13,21,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,30000000,121,2094,205,2,1653
4.5,2015,17,1.85,"Color",15,9,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27000000,117,3250,2634,3,1984
7.2,1985,13,1.85,"Color",23,18,12,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14500000,120,21,1469,2,3075
7.3,2012,6,2.35,"Color",14,18,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8495000,91,148,9178,0,2956
5.8,2008,5,1.85,"Color",14,9,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,31000000,161,351,4070,0,10002
6.8,1991,7,1.85,"Color",27,29,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,31000000,138,2020,2120,0,1993
7,2010,9,1.85,"Color",13,15,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10800000,95,917,7090,0,3649
6.5,2011,12,2.35,"Color",21,20,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,16500000,102,598,3438,1,6156
5.7,1984,15,1.85,"Color",38,28,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000000,120,877,8233,1,10863
6.1,2016,16,2.35,"Color",14,12,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,35000000,116,889,4296,2,370
6.3,2007,16,1.85,"Color",14,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,9000000,91,29,9401,4,6079
8,1970,6,2.2,"Color",19,21,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38000000,110,379,1638,4,4083
4,2015,15,1.85,"Color",14,7,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1500000,84,190,19227,1,87573
6.5,2007,5,2.35,"Color",22,25,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,12000000,172,171,6332,0,25737
8.5,1964,68,1.66,"Black and White",6,29,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26000000,100,355,8534,5,1970
4.6,2000,19,2.35,"Color",31,15,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,8600000,84,235,8227,0,2168
4.1,2001,25,1.85,"Color",40,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1800000,95,721,2074,0,9269
6.6,2015,13,2.35,"Color",27,12,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,15000000,101,55,13103,1,6895
5.3,1996,27,2.35,"Color",32,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,22000000,104,7,53761,0,3677
6.6,2002,16,1.85,"Color",14,13,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,50000000,114,631,3309,2,4461
6.3,2003,13,1.85,"Color",30,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,25000000,90,46,14198,2,2814
6.1,2010,18,2.35,"Color",22,17,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16000000,112,273,19933,0,4071
5.7,2006,7,1.85,"Color",13,25,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,5000000,98,79,8924,1,3596
6.4,2006,16,1.85,"Color",31,29,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10000000,104,73,12140,4,9950
7.5,1988,11,1.85,"Color",14,12,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1500000,93,1505,6722,0,7144
7.6,2011,9,1.85,"Color",34,24,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,40000000,123,596,2136,1,3740
6.7,2013,10,2.35,"Color",22,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15000000,92,1624,433,3,8643
6.1,2003,11,2.35,"Color",27,15,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,18000000,94,77,3100,0,6428
4.5,2008,34,1.85,"Color",41,35,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,28000000,115,1192,3278,0,20006
8.4,2000,19,1.37,"Color",5,21,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,36000000,109,125,9469,0,5830
7.7,2003,13,2.35,"Color",20,18,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,11000000,112,675,5598,1,7890
7.6,2003,16,1.85,"Color",19,15,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4500000,102,1345,695,0,13379
7.3,1984,17,1.85,"Color",19,18,14,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45000000,129,2303,957,9,5461
6.2,1985,26,2.35,"Color",32,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,30000000,111,78,5021,1,2151
8,2003,12,2.35,"Color",28,12,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14000000,105,1294,2477,1,8967
5.6,2003,11,1.85,"Color",14,25,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12305523,107,311,3800,2,21659
7.8,1992,24,2.35,"Color",34,21,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,25000000,138,1495,1301,0,6432
8.6,1991,24,1.85,"Color",27,14,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000000,101,12,10936,3,1947
7.4,1997,19,1.85,"Color",36,33,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,40000000,117,241,1421,1,7219
7,2013,17,2.35,"Color",12,12,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,19000000,138,2100,536,0,11529
4.9,2014,5,1.85,"Color",6,12,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,15000000,107,258,4755,1,9484
5.2,2003,13,2.35,"Color",21,16,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,37000000,118,1023,1092,4,2216
7.5,2008,20,2.35,"Color",20,20,22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000000,100,776,6173,0,5661
5.3,2003,24,2.35,"Color",37,33,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,41000000,108,46,8874,1,8593
7.6,2011,9,1.85,"Color",21,29,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,21000000,124,14,4745,0,620
7.4,1961,11,1.66,"Black and White",21,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,17000000,94,49,7011,1,284
7,2003,10,2.35,"Color",23,11,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,50000000,133,4848,1545,1,134
7.8,1989,26,1.85,"Color",23,18,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4000000,120,169,9455,2,14115
4.4,1996,24,2.35,"Color",22,15,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,22000000,133,3345,1750,0,13042
7,2006,5,2.35,"Color",13,21,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,40000000,108,551,2087,0,3149
7,2011,7,2.35,"Color",13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,40000000,99,161,5052,2,25746
6.3,2006,8,2.35,"Color",6,12,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14000000,112,487,9179,0,4542
5.6,2012,8,1.85,"Color",12,30,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15000000,107,2218,2364,0,1159
7,1988,8,1.85,"Color",20,18,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17500000,110,209,5913,2,6054
7.7,1977,34,2.35,"Color",12,29,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1000000,112,2,85756,3,176338
7.2,2000,19,1.85,"Color",13,20,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,32000000,101,311,8149,1,4057
5.7,2014,20,2.35,"Color",14,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19400870,135,1315,2779,0,7217
7.4,2006,6,2.35,"Color",21,50,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6000000,90,445,2914,0,1666
5.9,2011,9,2.35,"Color",14,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24000000,106,417,7408,8,4759
5.8,1995,7,1.85,"Color",35,29,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,7000000,110,1325,4600,1,40977
6.6,2006,9,2.35,"Color",27,12,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36000000,111,1249,4019,3,3065
5.9,2001,7,2.35,"Color",22,29,13,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,22000000,114,78,3048,0,4849
6.3,1997,8,1.85,"Color",6,18,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,52000000,102,11,9791,2,4382
6.6,2012,29,1.85,"Color",27,35,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,49000000,85,104,6668,1,6475
7,2015,7,2.35,"Color",21,16,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,35000000,90,136,6540,0,3192
6.6,1992,5,2.35,"Color",21,21,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,25000000,105,470,5885,0,1954
7.2,2015,18,2.35,"Color",21,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,20000000,118,0,416576,4,50756
6.8,2007,22,2.35,"Color",11,28,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,35000000,140,41,10301,2,10551
6.4,2003,4,1.85,"Color",27,22,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25000000,112,477,1393,1,2776
6,2002,38,2.35,"Color",5,12,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13000000,112,54,21151,1,2768
5.8,2003,16,2.35,"Color",22,15,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5000000,95,343,80078,2,6856
5.8,2014,13,1.85,"Color",23,16,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27000000,116,38,10961,4,4402
7.5,1973,17,2.35,"Color",18,18,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,30000000,97,750,1934,0,5030
6.8,2006,21,2.35,"Color",40,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,13000000,91,472,11667,0,5211
6,2008,12,2.35,"Color",31,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,777000,112,660,1708,1,3724
6.8,1969,31,2.35,"Color",25,14,13,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,50000000,102,334,4519,1,4025
5.5,2011,14,2.35,"Color",6,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,37000000,96,90,9766,3,7659
6.6,2011,25,1.85,"Color",36,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7000000,142,300,2915,2,8347
7.9,2005,5,2.35,"Color",20,14,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,750000,101,1157,10503,0,13757
7.1,2005,6,2.35,"Black and White",15,24,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,13000000,102,964,7173,0,7603
6.3,1995,30,2.35,"Color",16,12,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6500000,115,903,1515,0,768
6.8,2007,4,2.35,"Black and White",26,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11000000,118,519,7648,0,5989
8.5,1960,6,1.85,"Black and White",23,18,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30000000,90,76,5652,0,3003
6.1,1997,8,2.35,"Color",14,15,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,8000000,93,48,13681,1,35574
6.5,2005,18,2.35,"Color",22,9,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,806947,108,2855,601,2,8749
4.6,2008,7,1.85,"Color",6,25,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24000000,120,461,2429,5,13395
6.4,2013,12,2.35,"Color",12,26,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,8000000,108,44,22966,2,1325
7.3,2008,32,2.35,"Color",37,9,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6500000,94,71,12987,0,642
5.7,2006,8,2.35,"Color",27,21,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,26000000,105,634,4717,10,2658
7.5,2016,13,1.85,"Color",34,23,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,20000000,126,51,8662,0,61550
5.6,2011,13,2.35,"Color",16,16,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,32000000,93,55,8296,2,5037
6.4,1994,18,2.35,"Color",12,14,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,19000000,89,919,907,0,3551
5.8,2003,20,1.85,"Color",13,21,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20000000,113,78,21771,9,1965916
4.1,2001,11,1.85,"Color",21,7,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10500000,99,61,25854,2,13992
6.4,1979,29,2.35,"Color",24,18,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40000000,94,341,2995,15,935
6.9,2005,12,2.35,"Color",11,16,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16000000,85,74,31655,2,5046
6.9,1992,11,2.35,"Color",5,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,35000000,143,357,5505,2,9685
7.7,2004,3,1.85,"Color",21,18,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,50000000,130,293,7212,0,667576
6,2017,14,1.85,"Color",20,13,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35000000,114,45,11032,3,4899
6.1,2001,10,2.35,"Color",27,15,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,40000000,178,1497,5612,0,6510
5.8,1995,7,2.35,"Color",29,27,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,17500000,116,166,13327,0,16126
7.2,2012,17,1.85,"Color",21,21,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,42000000,120,136,10126,1,2216
7.9,2006,20,2.35,"Color",12,24,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,35000000,108,207,1737,0,53025
7.1,1980,15,2.35,"Color",24,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,20000000,116,405,9148,2,1183
5.1,2015,22,1.85,"Color",13,18,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8000000,101,3172,2159,1,16515
3.7,1997,27,1.85,"Color",40,15,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6500000,104,486,2639,0,2736
7.5,1999,9,1.85,"Color",23,21,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14000000,99,410,6215,4,3810
5.1,1995,4,1.85,"Color",20,18,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,30000000,95,112,4506,0,7234
6,2005,20,1.85,"Color",19,21,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,25000000,124,1470,3854,1,21504
6.2,1984,6,1.85,"Color",22,20,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,50000000,107,88,7346,0,2001
6.5,1989,10,2.35,"Color",15,14,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1500000,108,62,27917,0,11317
7.8,1999,12,1.85,"Black and White",11,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8000000,111,457,3666,2,39484
4.4,2006,11,1.85,"Color",29,3,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17000000,114,364,1413,1,1057
7,1999,14,1.85,"Color",23,21,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3500000,81,609,5690,1,78883
4.4,2010,7,2.35,"Color",22,29,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,30000000,94,0,5573,1,7256
7.4,2002,15,1.85,"Color",20,14,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12000000,99,147,5447,0,5174
7.8,1999,20,1.85,"Color",20,9,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10000000,97,746,6643,0,2452
6.9,2009,19,1.85,"Color",5,26,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7000000,114,319,16307,0,25775
1.9,2004,28,2.35,"Color",20,23,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,13000000,112,1304,2020,2,4903
7.2,1989,24,1.85,"Color",5,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000000,116,4,25869,2,93162
5.2,2009,20,1.85,"Color",19,29,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,20000000,88,24,11230,3,14002
